pygame 2.6.1 (SDL 2.28.4, Python 3.12.14)
Hello from the pygame community. https://www.pygame.org/contribute.html
time,id,energy,x,y,heading,fruit_dist,fruit_angle,move_dist,move_dir,turn,actual_move,actual_world_angle
4.2,3,125.82,184.36,1061.31,0.8016,45.91,0.0256,10.00,0.0256,0.0026,5.00,0.8272
4.3,3,125.22,187.75,1064.99,0.8041,40.91,0.0231,10.00,0.0231,0.0023,5.00,0.8272
4.4,3,124.62,191.13,1068.67,0.8064,35.91,0.0208,10.00,0.0208,0.0021,5.00,0.8272
4.5,3,124.01,194.52,1072.35,0.8085,30.91,0.0187,10.00,0.0187,0.0019,5.00,0.8272
4.6,3,123.41,197.90,1076.03,0.8104,25.91,0.0168,10.00,0.0168,0.0017,5.00,0.8272
4.7,3,122.81,201.29,1079.71,0.8121,16.80,2.5626,10.00,2.5626,0.1200,5.00,0.8272
4.8,3,122.20,196.42,1078.56,0.9321,11.80,2.4426,10.00,2.4426,0.1200,5.00,-2.9086
4.9,3,141.98,191.56,1077.40,1.0521,6.80,2.3226,6.80,2.3226,0.1200,5.00,-2.9086
5.0,3,141.52,188.25,1076.62,1.1721,32.88,-0.5750,10.00,-0.5750,-0.0575,3.40,-2.9086
5.1,3,140.91,192.38,1079.43,1.1145,27.88,-0.5175,10.00,-0.5175,-0.0518,5.00,0.5970
5.2,3,140.30,196.52,1082.24,1.0628,22.88,-0.4658,10.00,-0.4658,-0.0466,5.00,0.5970
5.3,3,139.69,200.65,1085.05,1.0162,17.88,-0.4192,10.00,-0.4192,-0.0419,5.00,0.5970
5.4,3,139.09,204.79,1087.86,0.9743,12.88,-0.3773,10.00,-0.3773,-0.0377,5.00,0.5970
5.5,3,165.08,208.92,1090.67,0.9366,7.88,-0.3396,7.88,-0.3396,-0.0340,5.00,0.5970
5.6,3,164.58,212.18,1092.89,0.9026,-1.00,nan,7.00,2.6343,-0.1000,3.94,0.5970
5.7,3,164.11,208.95,1091.54,0.8026,-1.00,nan,7.00,2.8920,-0.1000,3.50,-2.7463
5.8,3,163.65,205.97,1089.70,0.7026,-1.00,nan,7.00,-3.1354,-0.1000,3.50,-2.5886
5.9,3,163.18,203.32,1087.42,0.6026,-1.00,nan,7.00,-2.8815,-0.1000,3.50,-2.4328
6.0,3,162.72,201.04,1084.76,0.5026,-1.00,nan,7.00,-2.6294,-0.1000,3.50,-2.2789
6.1,3,162.25,199.19,1081.79,0.4026,-1.00,nan,7.00,-2.3790,-0.1000,3.50,-2.1268
6.2,3,161.78,197.81,1078.57,0.3026,-1.00,nan,7.00,-2.1303,-0.1000,3.50,-1.9764
6.3,3,161.32,196.92,1075.19,0.2026,-1.00,nan,7.00,-1.8832,-0.1000,3.50,-1.8277
6.4,3,160.85,196.54,1071.71,0.1026,-1.00,nan,7.00,-1.6377,-0.1000,3.50,-1.6806
6.5,3,160.39,196.66,1068.21,0.0026,-1.00,nan,7.00,-1.3937,-0.1000,3.50,-1.5351
6.6,3,159.92,197.29,1064.77,-0.0974,-1.00,nan,7.00,-1.1511,-0.1000,3.50,-1.3911
6.7,3,159.46,198.40,1061.45,-0.1974,-1.00,nan,7.00,-0.9100,-0.1000,3.50,-1.2485
6.8,3,158.99,199.96,1058.32,-0.2974,-1.00,nan,7.00,-0.6703,-0.1000,3.50,-1.1074
6.9,3,158.52,201.95,1055.43,-0.3974,-1.00,nan,7.00,-0.4319,-0.1000,3.50,-0.9677
7.0,3,158.06,204.31,1052.85,-0.4974,-1.00,nan,7.00,-0.1948,-0.1000,3.50,-0.8293
7.1,3,157.59,207.01,1050.62,-0.5974,-1.00,nan,10.00,2.1682,0.1500,3.50,-0.6922
7.2,3,156.97,207.01,1055.62,-0.4474,-1.00,nan,7.00,-0.2306,-0.1000,5.00,1.5708
7.3,3,156.50,209.73,1053.42,-0.5474,-1.00,nan,7.00,0.0288,-0.1000,3.50,-0.6780
7.4,3,156.04,212.77,1051.69,-0.6474,-1.00,nan,10.00,2.2182,0.1500,3.50,-0.5186
7.5,3,155.41,212.77,1056.69,-0.4974,-1.00,nan,7.00,0.0365,-0.1000,5.00,1.5708
7.6,3,154.95,215.91,1055.13,-0.5974,-1.00,nan,7.00,0.3313,-0.1000,3.50,-0.4609
7.7,3,154.48,219.28,1054.21,-0.6974,-1.00,nan,7.00,0.6226,-0.1000,3.50,-0.2661
7.8,3,154.01,222.77,1053.95,-0.7974,-1.00,nan,7.00,0.9105,-0.1000,3.50,-0.0748
7.9,3,153.55,226.25,1054.35,-0.8974,-1.00,nan,7.00,1.1951,-0.1000,3.50,0.1131
8.0,3,153.08,229.60,1055.37,-0.9974,-1.00,nan,7.00,1.4767,-0.1000,3.50,0.2977
8.1,3,152.62,232.70,1056.99,-1.0974,-1.00,nan,7.00,1.7554,-0.1000,3.50,0.4793
8.2,3,152.15,235.47,1059.13,-1.1974,-1.00,nan,7.00,2.0312,-0.1000,3.50,0.6580
8.3,3,151.68,237.82,1061.72,-1.2974,-1.00,nan,7.00,2.3044,-0.1000,3.50,0.8338
8.4,3,151.22,239.69,1064.68,-1.3974,-1.00,nan,7.00,2.5751,-0.1000,3.50,1.0070
8.5,3,150.75,241.03,1067.91,-1.4974,-1.00,nan,7.00,2.8433,-0.1000,3.50,1.1777
8.6,3,150.29,241.82,1071.32,-1.5974,-1.00,nan,7.00,3.1092,-0.1000,3.50,1.3459
8.7,3,149.82,242.02,1074.82,-1.6974,-1.00,nan,7.00,-2.9103,-0.1000,3.50,1.5118
8.8,3,149.35,241.66,1078.30,-1.7974,-1.00,nan,7.00,-2.6488,-0.1000,3.50,1.6755
8.9,3,148.89,240.73,1081.67,-1.8974,-1.00,nan,7.00,-2.3893,-0.1000,3.50,1.8370
9.0,3,148.42,239.29,1084.86,-1.9974,-1.00,nan,7.00,-2.1319,-0.1000,3.50,1.9965
9.1,3,147.96,237.36,1087.78,-2.0974,-1.00,nan,7.00,-1.8763,-0.1000,3.50,2.1539
9.2,3,147.49,235.01,1090.37,-2.1974,-1.00,nan,7.00,-1.6226,-0.1000,3.50,2.3095
9.3,3,147.03,232.28,1092.57,-2.2974,-1.00,nan,7.00,-1.3707,-0.1000,3.50,2.4632
9.4,3,146.56,229.25,1094.33,-2.3974,-1.00,nan,7.00,-1.1205,-0.1000,3.50,2.6151
9.5,3,146.09,226.00,1095.61,-2.4974,-1.00,nan,7.00,-0.8720,-0.1000,3.50,2.7653
9.6,3,145.63,222.59,1096.40,-2.5974,185.07,-0.5153,10.00,-0.5153,-0.0515,3.50,2.9138
9.7,3,145.02,217.59,1096.26,-2.6489,180.07,-0.4638,10.00,-0.4638,-0.0464,5.00,-3.1127
9.8,3,144.41,212.59,1096.11,-2.6953,175.07,-0.4174,10.00,-0.4174,-0.0417,5.00,-3.1127
9.9,3,143.81,207.60,1095.97,-2.7371,170.07,-0.3757,10.00,-0.3757,-0.0376,5.00,-3.1127
10.0,3,143.20,202.60,1095.83,-2.7746,165.07,-0.3381,10.00,-0.3381,-0.0338,5.00,-3.1127
10.1,3,142.59,197.60,1095.68,-2.8084,160.07,-0.3043,10.00,-0.3043,-0.0304,5.00,-3.1127
10.2,3,141.99,192.60,1095.54,-2.8389,155.07,-0.2739,10.00,-0.2739,-0.0274,5.00,-3.1127
10.3,3,141.38,187.60,1095.39,-2.8662,150.07,-0.2465,10.00,-0.2465,-0.0246,5.00,-3.1127
10.4,3,140.78,182.61,1095.25,-2.8909,145.07,-0.2218,10.00,-0.2218,-0.0222,5.00,-3.1127
10.5,3,140.18,177.61,1095.10,-2.9131,140.07,-0.1997,10.00,-0.1997,-0.0200,5.00,-3.1127
10.6,3,139.57,172.61,1094.96,-2.9330,135.07,-0.1797,10.00,-0.1797,-0.0180,5.00,-3.1127
10.7,3,138.97,167.61,1094.82,-2.9510,130.07,-0.1617,10.00,-0.1617,-0.0162,5.00,-3.1127
10.8,3,138.37,162.61,1094.67,-2.9672,125.07,-0.1455,10.00,-0.1455,-0.0146,5.00,-3.1127
10.9,3,137.77,157.62,1094.53,-2.9817,120.07,-0.1310,10.00,-0.1310,-0.0131,5.00,-3.1127
11.0,3,137.16,152.62,1094.38,-2.9948,115.07,-0.1179,10.00,-0.1179,-0.0118,5.00,-3.1127
11.1,3,136.56,147.62,1094.24,-3.0066,110.07,-0.1061,10.00,-0.1061,-0.0106,5.00,-3.1127
11.2,3,135.96,142.62,1094.09,-3.0172,105.07,-0.0955,10.00,-0.0955,-0.0095,5.00,-3.1127
11.3,3,135.36,137.63,1093.95,-3.0268,100.07,-0.0859,10.00,-0.0859,-0.0086,5.00,-3.1127
11.4,3,134.76,132.63,1093.81,-3.0354,95.07,-0.0773,10.00,-0.0773,-0.0077,5.00,-3.1127
11.5,3,134.16,127.63,1093.66,-3.0431,90.07,-0.0696,10.00,-0.0696,-0.0070,5.00,-3.1127
11.6,3,133.56,122.63,1093.52,-3.0501,85.07,-0.0627,10.00,-0.0627,-0.0063,5.00,-3.1127
11.7,3,132.95,117.63,1093.37,-3.0563,80.07,-0.0564,10.00,-0.0564,-0.0056,5.00,-3.1127
11.8,3,132.35,112.64,1093.23,-3.0620,75.07,-0.0507,10.00,-0.0507,-0.0051,5.00,-3.1127
11.9,3,131.75,107.64,1093.08,-3.0671,70.07,-0.0457,10.00,-0.0457,-0.0046,5.00,-3.1127
12.0,3,131.15,102.64,1092.94,-3.0716,65.07,-0.0411,10.00,-0.0411,-0.0041,5.00,-3.1127
12.1,3,130.55,97.64,1092.80,-3.0757,60.07,-0.0370,10.00,-0.0370,-0.0037,5.00,-3.1127
12.2,3,129.95,92.64,1092.65,-3.0794,55.07,-0.0333,10.00,-0.0333,-0.0033,5.00,-3.1127
12.3,3,129.35,87.65,1092.51,-3.0828,50.07,-0.0300,10.00,-0.0300,-0.0030,5.00,-3.1127
12.4,3,128.75,82.65,1092.36,-3.0858,45.07,-0.0270,10.00,-0.0270,-0.0027,5.00,-3.1127
12.5,3,128.15,77.65,1092.22,-3.0885,40.07,-0.0243,10.00,-0.0243,-0.0024,5.00,-3.1127
12.6,3,127.55,72.65,1092.07,-3.0909,35.07,-0.0218,10.00,-0.0218,-0.0022,5.00,-3.1127
12.7,3,126.95,67.65,1091.93,-3.0931,30.07,-0.0197,10.00,-0.0197,-0.0020,5.00,-3.1127
12.8,3,126.35,62.66,1091.79,-3.0950,25.07,-0.0177,10.00,-0.0177,-0.0018,5.00,-3.1127
12.9,3,125.75,57.66,1091.64,-3.0968,20.07,-0.0159,10.00,-0.0159,-0.0016,5.00,-3.1127
13.0,3,125.15,52.66,1091.50,-3.0984,15.07,-0.0143,10.00,-0.0143,-0.0014,5.00,-3.1127
13.1,3,170.55,47.66,1091.35,-3.0998,10.07,-0.0129,10.00,3.0998,0.1500,5.00,-3.1127
13.2,3,169.92,52.66,1091.35,-2.9498,-1.00,nan,10.00,2.9498,0.1500,5.00,0.0000
13.3,3,169.30,57.66,1091.35,-2.7998,-1.00,nan,9.00,-0.0054,-0.1100,5.00,0.0000
13.4,3,168.73,53.41,1089.87,-2.9098,-1.00,nan,10.00,2.9098,0.1500,4.50,-2.8052
13.5,3,168.11,58.41,1089.87,-2.7598,-1.00,nan,9.00,-0.0105,-0.1100,5.00,0.0000
13.6,3,167.54,54.22,1088.24,-2.8698,-1.00,nan,10.00,2.8698,0.1500,4.50,-2.7703
13.7,3,166.92,59.22,1088.24,-2.7198,-1.00,nan,9.00,-0.0156,-0.1100,5.00,0.0000
13.8,3,166.35,55.09,1086.46,-2.8298,-1.00,nan,9.00,-0.0181,-0.1100,4.50,-2.7354
13.9,3,165.78,50.78,1085.16,-2.9398,-1.00,nan,10.00,2.9398,0.1500,4.50,-2.8480
14.0,3,165.16,55.78,1085.16,-2.7898,-1.00,nan,9.00,-0.0232,-0.1100,5.00,0.0000
14.1,3,164.59,51.52,1083.70,-2.8998,-1.00,nan,10.00,2.8998,0.1500,4.50,-2.8130
14.2,3,163.97,56.52,1083.70,-2.7498,-1.00,nan,9.00,-0.0282,-0.1100,5.00,0.0000
14.3,3,163.40,52.31,1082.10,-2.8598,-1.00,nan,10.00,2.8598,0.1500,4.50,-2.7780
14.4,3,162.78,57.31,1082.10,-2.7098,-1.00,nan,9.00,-0.0332,-0.1100,5.00,0.0000
14.5,3,162.21,53.17,1080.36,-2.8198,-1.00,nan,10.00,2.8198,0.1500,4.50,-2.7430
14.6,3,161.58,58.17,1080.36,-2.6698,-1.00,nan,9.00,-0.0381,-0.1100,5.00,0.0000
14.7,3,161.02,54.08,1078.47,-2.7798,-1.00,nan,10.00,2.7798,0.1500,4.50,-2.7080
14.8,3,160.39,59.08,1078.47,-2.6298,-1.00,nan,9.00,-0.0431,-0.1100,5.00,0.0000
14.9,3,159.83,55.07,1076.43,-2.7398,-1.00,nan,9.00,-0.0455,-0.1100,4.50,-2.6729
15.0,3,159.26,50.85,1074.86,-2.8498,-1.00,nan,10.00,2.8498,0.1500,4.50,-2.7853
15.1,3,158.63,55.85,1074.86,-2.6998,-1.00,nan,9.00,-0.0503,-0.1100,5.00,0.0000
15.2,3,158.07,51.69,1073.15,-2.8098,-1.00,nan,10.00,2.8098,0.1500,4.50,-2.7502
15.3,3,157.44,56.69,1073.15,-2.6598,-1.00,nan,9.00,-0.0551,-0.1100,5.00,0.0000
15.4,3,156.88,52.60,1071.28,-2.7698,-1.00,nan,10.00,2.7698,0.1500,4.50,-2.7149
15.5,3,156.25,57.60,1071.28,-2.6198,-1.00,nan,9.00,-0.0598,-0.1100,5.00,0.0000
15.6,3,155.68,53.57,1069.28,-2.7298,-1.00,nan,10.00,2.7298,0.1500,4.50,-2.6796
15.7,3,155.06,58.57,1069.28,-2.5798,-1.00,nan,9.00,-0.0644,-0.1100,5.00,0.0000
15.8,3,154.49,54.61,1067.13,-2.6898,-1.00,nan,10.00,2.6898,0.1500,4.50,-2.6443
15.9,3,153.87,59.61,1067.13,-2.5398,-1.00,nan,9.00,-0.0690,-0.1100,5.00,0.0000
16.0,3,153.30,55.74,1064.85,-2.6498,-1.00,nan,9.00,-0.0713,-0.1100,4.50,-2.6088
16.1,3,152.73,51.63,1063.01,-2.7598,-1.00,nan,10.00,2.7598,0.1500,4.50,-2.7211
16.2,3,152.11,56.63,1063.01,-2.6098,-1.00,nan,9.00,-0.0757,-0.1100,5.00,0.0000
16.3,3,151.54,52.59,1061.03,-2.7198,-1.00,nan,10.00,2.7198,0.1500,4.50,-2.6855
16.4,3,150.92,57.59,1061.03,-2.5698,-1.00,nan,9.00,-0.0801,-0.1100,5.00,0.0000
16.5,3,150.35,53.62,1058.90,-2.6798,-1.00,nan,10.00,2.6798,0.1500,4.50,-2.6499
16.6,3,149.73,58.62,1058.90,-2.5298,-1.00,nan,9.00,-0.0843,-0.1100,5.00,0.0000
16.7,3,149.16,54.73,1056.64,-2.6398,-1.00,nan,10.00,2.6398,0.1500,4.50,-2.6142
16.8,3,148.54,59.73,1056.64,-2.4898,-1.00,nan,9.00,-0.0885,-0.1100,5.00,0.0000
16.9,3,147.97,55.93,1054.24,-2.5998,-1.00,nan,9.00,-0.0906,-0.1100,4.50,-2.5783
17.0,3,147.40,51.88,1052.27,-2.7098,-1.00,nan,10.00,2.7098,0.1500,4.50,-2.6904
17.1,3,146.78,56.88,1052.27,-2.5598,-1.00,nan,9.00,-0.0946,-0.1100,5.00,0.0000
17.2,3,146.21,52.90,1050.17,-2.6698,-1.00,nan,10.00,2.6698,0.1500,4.50,-2.6544
17.3,3,145.59,57.90,1050.17,-2.5198,-1.00,nan,9.00,-0.0985,-0.1100,5.00,0.0000
17.4,3,145.02,54.00,1047.92,-2.6298,-1.00,nan,10.00,2.6298,0.1500,4.50,-2.6183
17.5,3,144.39,59.00,1047.92,-2.4798,-1.00,nan,9.00,-0.1023,-0.1100,5.00,0.0000
17.6,3,143.83,55.19,1045.53,-2.5898,-1.00,nan,9.00,-0.1041,-0.1100,4.50,-2.5821
17.7,3,143.26,51.13,1043.58,-2.6998,-1.00,nan,10.00,2.6998,0.1500,4.50,-2.6939
17.8,3,142.63,56.13,1043.58,-2.5498,-1.00,nan,9.00,-0.1077,-0.1100,5.00,0.0000
17.9,3,142.07,52.15,1041.49,-2.6598,-1.00,nan,10.00,2.6598,0.1500,4.50,-2.6576
18.0,3,141.44,57.15,1041.49,-2.5098,-1.00,nan,9.00,-0.1112,-0.1100,5.00,0.0000
18.1,3,140.88,53.25,1039.25,-2.6198,-1.00,nan,10.00,2.6198,0.1500,4.50,-2.6210
18.2,3,140.25,58.25,1039.25,-2.4698,-1.00,nan,9.00,1.0854,0.1100,5.00,0.0000
18.3,3,139.68,62.75,1039.30,-2.3598,-1.00,nan,5.50,-2.3526,-0.1500,4.50,0.0119
18.4,3,139.29,62.75,1042.05,-2.5098,-1.00,nan,8.25,-2.2026,-0.1500,2.75,1.5708
18.5,3,138.75,62.75,1046.18,-2.6598,-1.00,nan,9.00,1.0806,0.1100,4.12,1.5708
18.6,3,138.18,62.71,1041.68,-2.5498,-1.00,nan,7.87,-2.1626,-0.1500,4.50,-1.5792
18.7,3,137.66,62.71,1045.61,-2.6998,-1.00,nan,9.00,1.0776,0.1100,3.94,1.5708
18.8,3,137.10,62.48,1041.12,-2.5898,-1.00,nan,7.32,-2.1226,-0.1500,4.50,-1.6222
18.9,3,136.61,62.48,1044.78,-2.7398,-1.00,nan,9.00,1.0748,0.1100,3.66,1.5708
19.0,3,136.04,62.05,1040.30,-2.6298,-1.00,nan,6.50,-2.0826,-0.1500,4.50,-1.6651
19.1,3,135.59,62.05,1043.55,-2.7798,-1.00,nan,9.00,1.0720,0.1100,3.25,1.5708
19.2,3,135.02,61.44,1039.09,-2.6698,-1.00,nan,5.29,-2.0426,-0.1500,4.50,-1.7078
19.3,3,134.64,61.44,1041.73,-2.8198,-1.00,nan,9.00,1.0694,0.1100,2.64,1.5708
19.4,3,134.07,57.98,1038.86,-2.7098,-1.00,nan,9.00,1.0682,0.1100,4.50,-2.4485
19.5,3,133.50,53.49,1039.17,-2.5998,-1.00,nan,10.00,2.5998,0.1500,4.50,3.0708
19.6,3,132.88,58.49,1039.17,-2.4498,-1.00,nan,9.00,1.0658,0.1100,5.00,0.0000
19.7,3,132.31,62.99,1039.23,-2.3398,-1.00,nan,5.43,-2.3726,-0.1500,4.50,0.0123
19.8,3,131.91,62.99,1041.94,-2.4898,-1.00,nan,8.14,-2.2226,-0.1500,2.71,1.5708
19.9,3,131.38,62.99,1046.01,-2.6398,-1.00,nan,9.00,1.0626,0.1100,4.07,1.5708
20.0,3,130.82,62.96,1041.51,-2.5298,-1.00,nan,7.71,-2.1826,-0.1500,4.50,-1.5772
20.1,3,130.31,62.96,1045.37,-2.6798,-1.00,nan,9.00,1.0606,0.1100,3.86,1.5708
20.2,3,129.74,62.74,1040.87,-2.5698,-1.00,nan,7.07,-2.1426,-0.1500,4.50,-1.6192
20.3,3,129.26,62.74,1044.41,-2.7198,-1.00,nan,9.00,1.0588,0.1100,3.54,1.5708
20.4,3,128.69,62.34,1039.93,-2.6098,-1.00,nan,6.12,-2.1026,-0.1500,4.50,-1.6610
20.5,3,128.26,62.34,1042.99,-2.7598,-1.00,nan,9.00,1.0572,0.1100,3.06,1.5708
20.6,3,127.70,60.25,1039.00,-2.6498,-1.00,nan,5.20,-2.0626,-0.1500,4.50,-2.0517
20.7,3,127.31,60.25,1041.60,-2.7998,-1.00,nan,9.00,1.0557,0.1100,2.60,1.5708
20.8,3,126.74,56.36,1039.34,-2.6898,-1.00,nan,9.00,1.0550,0.1100,4.50,-2.6168
20.9,3,126.18,51.89,1038.85,-2.5798,-1.00,nan,10.00,2.5798,0.1500,4.50,-3.0311
21.0,3,125.55,56.89,1038.85,-2.4298,-1.00,nan,9.00,1.0538,0.1100,5.00,0.0000
21.1,3,124.99,61.39,1038.94,-2.3198,-1.00,nan,5.14,-2.3926,-0.1500,4.50,0.0202
21.2,3,124.61,61.39,1041.51,-2.4698,-1.00,nan,7.70,-2.2426,-0.1500,2.57,1.5708
21.3,3,124.10,61.39,1045.36,-2.6198,-1.00,nan,9.00,1.0523,0.1100,3.85,1.5708
21.4,3,123.53,61.40,1040.86,-2.5098,-1.00,nan,7.06,-2.2026,-0.1500,4.50,-1.5676
21.5,3,123.05,61.40,1044.39,-2.6598,-1.00,nan,9.00,1.0515,0.1100,3.53,1.5708
21.6,3,122.48,61.23,1039.89,-2.5498,-1.00,nan,6.09,-2.1626,-0.1500,4.50,-1.6084
21.7,3,122.06,61.23,1042.93,-2.6998,-1.00,nan,9.00,1.0509,0.1100,3.04,1.5708
21.8,3,121.49,59.37,1038.84,-2.5898,-1.00,nan,5.03,-2.1226,-0.1500,4.50,-1.9980
21.9,3,121.11,59.37,1041.35,-2.7398,-1.00,nan,9.00,1.0504,0.1100,2.52,1.5708
22.0,3,120.55,55.60,1038.89,-2.6298,-1.00,nan,9.00,1.0502,0.1100,4.50,-2.5621
22.1,3,119.98,51.36,1037.39,-2.5198,-1.00,nan,10.00,2.5198,0.1500,4.50,-2.8013
22.2,3,119.35,56.06,1039.10,-2.3698,-1.00,nan,9.00,1.0500,0.1100,5.00,0.3491
22.3,3,118.79,60.55,1039.44,-2.2598,-1.00,nan,5.64,-2.4526,-0.1500,4.50,0.0765
22.4,3,118.38,60.55,1042.26,-2.4098,-1.00,nan,8.46,-2.3026,-0.1500,2.82,1.5708
22.5,3,117.83,60.55,1046.49,-2.5598,-1.00,nan,9.00,1.0501,0.1100,4.23,1.5708
22.6,3,117.27,60.82,1042.00,-2.4498,-1.00,nan,8.20,-2.2626,-0.1500,4.50,-1.5098
22.7,3,116.73,60.82,1046.10,-2.5998,-1.00,nan,9.00,1.0503,0.1100,4.10,1.5708
22.8,3,116.17,60.92,1041.60,-2.4898,-1.00,nan,7.79,-2.2226,-0.1500,4.50,-1.5495
22.9,3,115.65,60.92,1045.49,-2.6398,-1.00,nan,9.00,1.0507,0.1100,3.90,1.5708
23.0,3,115.08,60.83,1041.00,-2.5298,-1.00,nan,7.19,-2.1826,-0.1500,4.50,-1.5891
23.1,3,114.60,60.83,1044.59,-2.6798,-1.00,nan,9.00,1.0513,0.1100,3.60,1.5708
23.2,3,114.03,60.57,1040.10,-2.5698,-1.00,nan,6.30,-2.1426,-0.1500,4.50,-1.6285
23.3,3,113.59,60.57,1043.25,-2.7198,-1.00,nan,9.00,1.0520,0.1100,3.15,1.5708
23.4,3,113.03,59.37,1038.91,-2.6098,-1.00,nan,9.00,1.0525,0.1100,4.50,-1.8423
23.5,3,112.46,54.87,1038.85,-2.4998,-1.00,nan,10.00,2.4998,0.1500,4.50,-3.1281
23.6,3,111.84,59.87,1038.85,-2.3498,-1.00,nan,5.05,-2.3626,-0.1500,5.00,0.0000
23.7,3,111.46,59.87,1041.37,-2.4998,-1.00,nan,7.57,-2.2126,-0.1500,2.52,1.5708
23.8,3,110.96,59.87,1045.16,-2.6498,-1.00,nan,9.00,1.0547,0.1100,3.79,1.5708
